id,price,model,mileage,motorcycle_class,year,engine_capacity,engine_strokes,damaged,documents,city,date
5008,45 000₽,Irbis TTR 250,14 000 км,Питбайк,2013,250 куб. см.,4х тактный,Исправен,Без ПТС,Орехово-Зуево,31 октября 2015
5009,35 000₽,Stels Delta 200,14 000 км,None,2013,200 куб. см.,4х тактный,Исправен,Есть ПТС,Орехово-Зуево,31 октября 2015
5010,175 000₽,Honda CB 600,34 161 км,None,2002,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,30 октября 2015
5011,480 000₽,Kawasaki h2r,1 км,None,2015,None,4х тактный,Исправен,Без ПТС,Москва,30 октября 2015
5012,1 500 000₽,Honda CB 600SF,100 000 км,None,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,30 октября 2015
5013,2 520 000₽,Harley-Davidson Street,1 840 км,Чоппер,2014,97 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,29 октября 2015
5014,135 000₽,Ява 638,6 700 км,None,1989,350 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,28 октября 2015
5015,125 000₽,Honda CB 400SF,33 400 км,None,1996,399 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 октября 2015
5016,350 000₽,Honda CBR 1000RR,29 500 км,None,2006,1 000 куб. см.,None,Исправен,Есть ПТС,Москва,28 октября 2015
5017,330 000₽,Honda CBR 1000,29 000 км,None,2006,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Луховицы,28 октября 2015
5018,150 000₽,Yamaha YZF R1,47 000 км,None,2000,998 куб. см.,4х тактный,Исправен,Есть ПТС,Раменское,28 октября 2015
5019,150 000₽,Yamaha XJ 600,38 000 км,None,2001,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 октября 2015
5020,179 000₽,Yamaha YZF R6,29 800 км,None,2002,600 куб. см.,4х тактный,Исправен,Есть ПТС,Щелково,28 октября 2015
5021,250 000₽,Honda CBR 600,35 000 км,None,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 октября 2015
5022,550 000₽,Yamaha YZF R6,3 499 км,None,2013,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 октября 2015
5023,300 000₽,Honda CB 550 F2,8 844 км,None,1975,544 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,28 октября 2015
5024,185 000₽,Suzuki GSX R750,17 000 км,None,2006,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,27 октября 2015
5025,330 000₽,Yamaha XJ 6 SA,20 250 км,None,2013,600 куб. см.,4х тактный,Исправен,Есть ПТС,Железнодорожный,27 октября 2015
5026,115 000₽,Honda Forza,41 200 км,None,2005,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,27 октября 2015
5027,11 000₽,American IronHorse Texas Chopper,None,None,2008,None,2х тактный,Исправен,Без ПТС,Москва,27 октября 2015
5028,190 000₽,Kawasaki Ninja 250R,7 300 км,None,2011,250 куб. см.,4х тактный,Исправен,Есть ПТС,Кубинка,27 октября 2015
5029,210 000₽,Honda CBR 600F4,25 800 км,None,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Подольск,27 октября 2015
5030,500 000₽,KTM 990 Supermoto,14 000 км,None,2010,1 000 куб. см.,None,Исправен,Есть ПТС,Москва,27 октября 2015
5031,350 000₽,Harley-Davidson Sportster 1200 S,10 000 км,Чоппер,2003,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Одинцово,27 октября 2015
5032,150 000₽,Yamaha YZF 600,42 000 км,None,1999,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,26 октября 2015
5033,115 000₽,Honda CB 400,60 000 км,Классика,1993,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,26 октября 2015
5034,Цена не указана,Pitster,790 км,None,2013,125 куб. см.,4х тактный,Исправен,Без ПТС,Коломна,26 октября 2015
5035,130 000₽,Ducati Monster 400,None,None,2001,400 куб. см.,None,Исправен,Есть ПТС,Москва,26 октября 2015
5036,110 000₽,Suzuki Djebel 250,24 500 км,None,1997,250 куб. см.,4х тактный,Неисправен,Есть ПТС,Жуковский,26 октября 2015
5037,190 000₽,Suzuki GSX R1000,14 810 км,None,2008,1 000 куб. см.,4х тактный,Исправен,Без ПТС,Москва,26 октября 2015
5038,95 000₽,Suzuki RF 400R,45 000 км,None,1998,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,26 октября 2015
5039,515 000₽,Yamaha YZF R1,None,None,2011,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,26 октября 2015
5040,270 000₽,Suzuki GSR 600,8 500 км,None,2007,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,26 октября 2015
5041,750 000₽,Harley-Davidson Softail Deluxe,55 600 км,Чоппер,2007,1 600 куб. см.,4х тактный,Исправен,Есть ПТС,Солнечногорск,26 октября 2015
5042,125 000₽,KTM 200 Duke,6 000 км,None,2013,200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,26 октября 2015
5043,290 000₽,BMW R 35,5 000 км,None,1956,342 куб. см.,4х тактный,Исправен,Без ПТС,Люберцы,25 октября 2015
5044,675 000₽,Honda Gold Wing,75 000 км,None,2006,1 832 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,24 октября 2015
5045,135 000₽,Stels 400 GT,1 300 км,None,2014,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,24 октября 2015
5046,470 000₽,Yamaha FZ 8,7 500 км,None,2013,779 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,24 октября 2015
5047,225 000₽,Honda VFR 800,42 км,None,2002,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,24 октября 2015
5048,350 000₽,BMW R 1150 GS,82 000 км,None,1999,1 150 куб. см.,4х тактный,Исправен,Есть ПТС,Солнечногорск,24 октября 2015
5049,290 000₽,Kawasaki Z 1000,50 000 км,None,2003,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,24 октября 2015
5050,125 000₽,Honda CB 400SF,42 000 км,None,1992,400 куб. см.,4х тактный,Исправен,Есть ПТС,Наро-Фоминск,23 октября 2015
5051,150 000₽,Yamaha YZF R6,14 760 км,None,2007,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 октября 2015
5052,65 000₽,Honda CB 250,5 300 км,None,2014,250 куб. см.,4х тактный,Исправен,Есть ПТС,Истра,22 октября 2015
5053,195 000₽,Honda CB 600,None,None,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 октября 2015
5054,240 000₽,Yamaha FZ 1,25 998 км,None,2006,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 октября 2015
5055,45 000₽,Baltmotors Classic 200,9 900 км,Чоппер,2012,200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 октября 2015
5056,155 000₽,Honda CBR 1000F,48 000 км,None,1998,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 октября 2015
5057,750 000₽,Honda Gold Wing,35 000 км,None,2007,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 октября 2015
5058,370 000₽,KTM 350 EXC-F,3 000 км,None,2013,350 куб. см.,4х тактный,Исправен,Без ПТС,Москва,21 октября 2015
5059,175 000₽,Yamaha R1,12 000 км,None,2002,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Ногинск,21 октября 2015
5060,175 000₽,KTM 200 Duke,2 700 км,None,2013,200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 октября 2015
5061,55 000₽,Урал ИМЗ М-61,5 000 км,None,1961,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,20 октября 2015
5063,251 000₽,Yamaha DragStar XVS 1100,63 000 км,Чоппер,2003,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,20 октября 2015
5064,40 000₽,Kayo YX140 CLASSIC,42 км,Питбайк,2014,140 куб. см.,4х тактный,Исправен,Без ПТС,Москва,19 октября 2015
5065,255 000₽,Honda CBR 600RR,23 300 км,None,2007,599 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 октября 2015
5066,50 000₽,Stels Flex 250,1 000 км,None,2013,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 октября 2015
5067,460 000₽,Харли Дэвидсон Дина Вайт Глайд,21 000 км,Чоппер,2005,1 450 куб. см.,None,Исправен,Есть ПТС,Москва,19 октября 2015
5068,350 000₽,Suzuki GSX R750,29 000 км,None,2007,750 куб. см.,4х тактный,Исправен,Есть ПТС,Зеленоград,19 октября 2015
5069,Цена не указана,None,None,None,None,None,None,None,None,Москва,19 октября 2015
5070,250 000₽,Honda CBR 929RR,15 970 км,None,2002,929 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 октября 2015
5071,52 000₽,Stels Flex 250,7 200 км,None,2014,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 октября 2015
5072,52 000₽,Stels Flex 250,7 200 км,None,2014,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 октября 2015
5073,51 000₽,Stels Trigger 125,5 000 км,None,2012,125 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 октября 2015
5074,640 000₽,Yamaha Raider,27 000 км,Чоппер,2009,1 900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 октября 2015
5075,200 000₽,Kawasaki ER-6F,16 000 км,None,2008,650 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,18 октября 2015
5076,55 000₽,Kawasaki ZZR 250,36 000 км,None,1994,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 октября 2015
5077,105 000₽,Honda CB 400,60 000 км,None,1993,399 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 октября 2015
5078,332 000₽,Yamaha XJ 600,6 700 км,None,2011,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 октября 2015
5079,100 000₽,Honda CB 400F3S,38 270 км,None,1996,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 октября 2015
5080,280 000₽,Suzuki GSX R750,24 000 км,None,2007,750 куб. см.,4х тактный,Исправен,Есть ПТС,Орехово-Зуево,18 октября 2015
5081,200 000₽,Yamaha Raider,9 000 км,Чоппер,2009,1 900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 октября 2015
5082,280 000₽,Suzuki GSX R750,55 км,None,2006,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 октября 2015
5083,120 000₽,Honda CBR 600,44 000 км,None,1996,600 куб. см.,4х тактный,Исправен,Есть ПТС,Коломна,17 октября 2015
5084,485 000₽,BMW F 800 R,9 999 км,None,2015,800 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,17 октября 2015
5085,145 000₽,Yamaha FZ 6N,None,None,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 октября 2015
5086,180 000₽,Suzuki SV 650 s,22 000 км,None,2002,650 куб. см.,2х тактный,Исправен,Есть ПТС,Наро-Фоминск,17 октября 2015
5087,220 000₽,Yamaha DragStar XVS 1100,20 000 км,Чоппер,1999,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 октября 2015
5088,330 000₽,Yamaha YZF R6,25 000 км,None,2008,600 куб. см.,4х тактный,Исправен,Есть ПТС,Одинцово,17 октября 2015
5089,240 000₽,Yamaha YZF R1,48 000 км,None,2002,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Балашиха,16 октября 2015
5090,599 000₽,Yamaha YZF R6 SY,11 500 км,None,2009,599 куб. см.,4х тактный,Исправен,Есть ПТС,Серпухов,16 октября 2015
5091,100 000₽,Honda Steed 600,17 000 км,Чоппер,1992,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 октября 2015
5092,150 000₽,Kawasaki Ninja ZX-9R,60 000 км,None,2000,900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 октября 2015
5093,30 000₽,Atlant dakota 150,10 000 км,Чоппер,2009,150 куб. см.,4х тактный,Исправен,Есть ПТС,Ивантеевка,16 октября 2015
5094,225 000₽,Suzuki GSR 600,26 000 км,None,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 октября 2015
5095,565 000₽,Honda Gold Wing,70 000 км,None,2003,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 октября 2015
5096,249 999₽,Yamaha YZF R6,22 000 км,None,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,14 октября 2015
5097,235 000₽,Honda CB 400SFV,37 000 км,None,2005,399 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,14 октября 2015
5098,80 000₽,Kawasaki VN Vulcan 400 Classic,None,None,1996,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,14 октября 2015
5099,250 000₽,Honda CBR 600RR,26 000 км,None,2003,600 куб. см.,4х тактный,Исправен,Есть ПТС,Подольск,14 октября 2015
5100,140 000₽,Kawasaki VN Vulcan 800,52 477 км,Чоппер,1998,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 октября 2015
5101,230 000₽,Honda CBR 600RR,36 000 км,None,2003,600 куб. см.,4х тактный,Исправен,Есть ПТС,Железнодорожный,13 октября 2015
5102,190 000₽,Suzuki Intruder,26 500 км,Чоппер,2001,400 куб. см.,4х тактный,Исправен,Есть ПТС,Жуковский,13 октября 2015
5103,190 000₽,Honda RVT 1000,47 000 км,None,2003,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 октября 2015
5104,80 000₽,Урал М-62 кастум,450 км,Чоппер,2015,800 куб. см.,4х тактный,Исправен,Есть ПТС,Балашиха,13 октября 2015
5105,250 000₽,Yamaha,40 000 км,None,2009,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 октября 2015
5106,220 000₽,Honda CBR 900RR,35 000 км,None,1999,919 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 октября 2015
5107,300 000₽,Yamaha FZ 6,16 000 км,None,2009,600 куб. см.,4х тактный,Исправен,Есть ПТС,Мытищи,13 октября 2015
5108,345 000₽,Suzuki GSX R600,13 000 км,None,2007,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 октября 2015
5109,125 000₽,Honda Magna,6 000 км,Чоппер,1982,750 куб. см.,4х тактный,Исправен,Есть ПТС,Зеленоград,12 октября 2015
5110,Цена не указана,Днепр,12 000 км,None,None,650 куб. см.,4х тактный,Исправен,Есть ПТС,Зеленоград,12 октября 2015
5111,240 000₽,Honda CBF600S,36 300 км,None,2004,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 октября 2015
5112,980 000₽,Honda Gold Wing,20 000 км,None,2006,1 500 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 октября 2015
5114,45 000₽,ABM ZR 200,2 000 км,None,2014,200 куб. см.,4х тактный,Исправен,Без ПТС,Москва,11 октября 2015
5115,250 000₽,Suzuki RM-Z 450,100 км,None,2013,450 куб. см.,4х тактный,Исправен,Без ПТС,Видное,11 октября 2015
5116,380 000₽,BMW R 1200 GS,47 994 км,None,2007,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 октября 2015
5117,930 000₽,Honda GL 1800,32 000 км,None,2009,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 октября 2015
5118,320 000₽,Harley-Davidson Sportster 1200 Custom,17 995 км,Чоппер,2003,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 октября 2015
5119,275 000₽,Yamaha YZF R6,29 999 км,None,2007,599 куб. см.,4х тактный,Исправен,Есть ПТС,Видное,11 октября 2015
5120,155 000₽,Honda X4,63 000 км,None,1998,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 октября 2015
5121,55 000₽,Patron Sport 200,3 000 км,None,2014,200 куб. см.,4х тактный,Исправен,Есть ПТС,Воскресенск,11 октября 2015
5122,55 000₽,Patron Sport 200,3 000 км,None,2014,200 куб. см.,4х тактный,Исправен,Есть ПТС,Воскресенск,11 октября 2015
5123,165 000₽,Yamaha YZF R6,17 000 км,None,2001,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 октября 2015
5124,205 000₽,Honda CBR 600F4i,20 000 км,None,2003,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 октября 2015
5125,8 000₽,Иж Юпитер 3,1 км,None,1977,200 куб. см.,2х тактный,None,Без ПТС,Сергиев Посад,10 октября 2015
5126,139 000₽,Suzuki GSF 750 Bandit,38 000 км,None,1996,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 октября 2015
5127,160 000₽,BMW K 100,63 500 км,None,1991,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 октября 2015
5128,180 000₽,BMW K 1100 RS,35 120 км,None,1993,1 100 куб. см.,None,None,Есть ПТС,Москва,10 октября 2015
5129,120 000₽,Suzuki Djebel 250,24 500 км,None,1997,250 куб. см.,4х тактный,Исправен,Есть ПТС,Жуковский,10 октября 2015
5130,105 000₽,Kawasaki 250TR,27 975 км,None,2004,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 октября 2015
5131,55 000₽,Suzuki GSF 400 Bandit Limited Edition,21 000 км,None,1996,399 куб. см.,4х тактный,Неисправен,Есть ПТС,Москва,10 октября 2015
5132,60 000₽,Stels Flame 200,2 168 км,None,2013,200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 октября 2015
5133,340 000₽,Suzuki Boulevard C90,17 000 км,Чоппер,2006,1 500 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 октября 2015
5134,190 000₽,Yamaha YZF R6,78 422 км,None,2003,599 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 октября 2015
5135,128 480₽,Pitster,129 км,None,2013,248 куб. см.,4х тактный,Исправен,Без ПТС,Москва,9 октября 2015
5136,170 000₽,Honda Shadow,None,Чоппер,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 октября 2015
5137,65 000₽,Yamaha FZX 250 Zeal,19 100 км,None,1992,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 октября 2015
5138,90 000₽,Yamaha YBR 125,3 800 км,None,2015,125 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 октября 2015
5139,75 000₽,Baltmotors Street 250 DD,5 248 км,None,2014,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,9 октября 2015
5140,85 000₽,Baltmotors Enduro 250 DD,3 500 км,None,2013,250 куб. см.,4х тактный,Исправен,Есть ПТС,Коломна,9 октября 2015
5141,320 000₽,Kawasaki ER-6n,9 500 км,None,2013,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 октября 2015
5142,300 000₽,Suzuki Burgman AN650,22 000 км,None,2008,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 октября 2015
5143,275 000₽,Yamaha XVZ 1300,43 600 км,Чоппер,1998,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Ивантеевка,8 октября 2015
5144,125 000₽,Honda Z50,500 км,None,2012,80 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 октября 2015
5145,500 000₽,Honda VTX 1800,30 000 км,Чоппер,2004,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,8 октября 2015
5146,350 000₽,Honda VFR 800,29 000 км,None,2006,781 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,7 октября 2015
5147,125 000₽,Honda CBR 600F2,41 000 км,None,1992,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,7 октября 2015
5148,55 000₽,Irbis TTR 250,3 000 км,None,2014,250 куб. см.,4х тактный,Исправен,Есть ПТС,Звенигород,7 октября 2015
5149,150 000₽,Suzuki Bandit,27 000 км,None,2003,599 куб. см.,4х тактный,Исправен,Есть ПТС,Ивантеевка,7 октября 2015
5150,850 000₽,BMW K 1600 GTL,31 000 км,None,2012,1 600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,7 октября 2015
5151,199 000₽,Honda VTR 1000,38 000 км,None,2000,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,7 октября 2015
5152,250 000₽,Yamaha BT 1100 Bulldog,31 500 км,None,2002,1 049 куб. см.,None,Исправен,Есть ПТС,Москва,6 октября 2015
5153,195 000₽,Honda,29 475 км,None,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,6 октября 2015
5154,600 000₽,BMW S 1000 RR,24 000 км,None,2011,995 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,6 октября 2015
5155,310 000₽,Kawasaki VN Vulcan 900,11 200 км,Чоппер,2009,903 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,5 октября 2015
5156,160 000₽,Kawasaki ZXR 400,None,None,1992,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,5 октября 2015
5157,215 000₽,Benelli,17 000 км,None,2003,898 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,5 октября 2015
5158,275 000₽,Suzuki Skywave 650,17 000 км,None,2006,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,5 октября 2015
5159,225 000₽,Suzuki SV 650,25 000 км,None,2008,650 куб. см.,4х тактный,Исправен,Есть ПТС,Ступино,5 октября 2015
5160,368 000₽,Kawasaki Ninja 300,168 км,None,2014,300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,4 октября 2015
5161,105 000₽,Husqvarna,9 000 км,None,2007,125 куб. см.,None,Исправен,Есть ПТС,Москва,4 октября 2015
5162,380 000₽,Yamaha FZ 1,34 000 км,None,2009,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,4 октября 2015
5163,100 000₽,Kawasaki ZR-7,27 000 км,None,1999,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,4 октября 2015
5164,125 000₽,Honda CB 400SF,43 000 км,None,1994,399 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,4 октября 2015
5165,85 000₽,Honda CB 750,86 000 км,None,1992,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,3 октября 2015
5166,100 000₽,Kawasaki ZR-7,27 000 км,None,1999,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,3 октября 2015
5167,220 000₽,Honda CB 900F,25 000 км,None,2001,919 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,3 октября 2015
5168,50 000₽,XXXLL1337,17 478 км,None,2014,2 500 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,3 октября 2015
5169,100 000₽,Honda Bros,31 000 км,None,1989,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,3 октября 2015
5170,300 000₽,Stels,4 000 км,None,2013,650 куб. см.,4х тактный,Исправен,Есть ПТС,Ивантеевка,3 октября 2015
5171,320 000₽,Yamaha DragStar XVS 1100,27 500 км,Чоппер,2007,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Дубна,3 октября 2015
5172,260 000₽,Kawasaki ER-6n,8 600 км,None,2008,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,2 октября 2015
5173,125 000₽,Suzuki GSX R600,25 000 км,None,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,2 октября 2015
5174,500 000₽,Honda VTX 1800,36 000 км,Чоппер,2007,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,2 октября 2015
5175,130 000₽,Yamaha YZF 600,None,None,1998,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,2 октября 2015
5176,870 000₽,BMW Enduro,19 000 км,None,2013,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,2 октября 2015
5177,120 000₽,Suzuki SV 650S,30 000 км,None,2003,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,1 октября 2015
5178,265 000₽,Suzuki GSX R600,33 000 км,None,2005,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,1 октября 2015
5179,145 000₽,Kawasaki Ninja 250R,14 500 км,None,2011,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,1 октября 2015
5180,419 000₽,Yamaha FZ 8 SA,9 304 км,None,2012,798 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,1 октября 2015
5181,500 000₽,Honda Repsol Edition,4 000 км,None,2015,1 000 куб. см.,4х тактный,Исправен,Без ПТС,Москва,1 октября 2015
5182,320 000₽,Yamaha,25 000 км,None,2005,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,1 октября 2015
5183,260 000₽,Suzuki GSF 650 Bandit,4 000 км,None,2007,656 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,1 октября 2015
5184,57 900₽,Kayo BASIC YX125,1 км,Питбайк,2015,123 куб. см.,4х тактный,Исправен,Без ПТС,Москва,2 января 2016
5185,300 000₽,Honda Shadow Spirit,12 000 км,Чоппер,2005,750 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,1 октября 2015
5186,110 700₽,Kayo T2,1 км,None,2015,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,2 декабря 2015
5187,67 700₽,Kayo YX140 CLASSIC,1 км,Питбайк,2015,140 куб. см.,4х тактный,Исправен,Без ПТС,Москва,2 декабря 2015
5188,65 400₽,Kayo YX140 BASIC,1 км,Питбайк,2015,140 куб. см.,4х тактный,Исправен,Без ПТС,Москва,31 декабря 2015
5189,68 000₽,Honda,1 км,None,2015,1 500 куб. см.,2х тактный,Исправен,Без ПТС,Москва,1 октября 2015
5190,88 000₽,Honda Grom/MSX,1 км,None,2015,1 500 куб. см.,2х тактный,Исправен,Без ПТС,Москва,1 октября 2015
5191,700 000₽,Yamaha Raider S,19 200 км,Чоппер,2009,1 852 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,30 сентября 2015
5192,85 000₽,Минск C4 250,230 км,None,2013,250 куб. см.,4х тактный,Исправен,Есть ПТС,Долгопрудный,30 сентября 2015
5193,150 000₽,Honda CB 400SF,30 500 км,None,1996,400 куб. см.,4х тактный,Исправен,Есть ПТС,Ногинск,30 сентября 2015
5194,170 000₽,Ducati Monster 400,20 000 км,None,2001,400 куб. см.,None,Исправен,Есть ПТС,Москва,30 сентября 2015
5195,400 000₽,Yamaha FJ R1300,27 000 км,None,2006,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,30 сентября 2015
5196,185 000₽,Honda CBR 600F4i,27 000 км,None,2002,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,30 сентября 2015
5197,349 000₽,Yamaha YZF R6,10 000 км,None,2008,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,30 сентября 2015
5198,400 000₽,BMW K 1200 R,16 000 км,None,2005,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,30 сентября 2015
5199,950 000₽,Harley-Davidson Touring Street Glide Special,24 000 км,Чоппер,2010,1 690 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,30 сентября 2015
5200,78 000₽,Stels 400 Enduro,3 800 км,None,2011,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,29 сентября 2015
5201,100 000₽,Урал,34 км,None,1986,None,4х тактный,Исправен,Есть ПТС,Калининград,7 ноября 2015
5202,48 000₽,Irbis GR 250,2 900 км,None,2014,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,29 сентября 2015
5203,200 000₽,Suzuki GSF 1200 Bandit,42 500 км,None,2002,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,29 сентября 2015
5204,73 000₽,Yamaha YBR 125,22 000 км,None,2014,125 куб. см.,4х тактный,Исправен,Есть ПТС,Долгопрудный,29 сентября 2015
5205,70 000₽,Honda CBR 900RR,30 000 км,None,1998,919 куб. см.,4х тактный,Исправен,Есть ПТС,Ступино,29 сентября 2015
